region	chr	midPos	Nsites
(675,1747)(498759,499880)(450000,500000)	JASDQU010735796.1	475000	1074	0.544847
(129,327)(175332,175539)(150000,200000)	JASDQU010735798.1	175000	200	0.107896
(2435,2534)(68082,68187)(50000,100000)	JASDQU010735804.1	75000	101	0.032840
(720,761)(107832,107885)(100000,150000)	JASDQU010735810.1	125000	43	0.071710
(12,574)(95751,96322)(50000,100000)	JASDQU010735812.1	75000	564	0.263054
(6794,6823)(155890,155923)(150000,200000)	JASDQU010735823.1	175000	31	0.030396
(121,340)(166158,196285)(150000,200000)	JASDQU010735826.1	175000	221	0.249701
(121,1373)(186348,187731)(150000,200000)	JASDQU010735836.1	175000	1254	0.528607
(2140,4152)(75278,86763)(50000,100000)	JASDQU010735854.1	75000	2014	0.430651
(184,1112)(251733,252673)(250000,300000)	JASDQU010735856.1	275000	930	0.632800
(4215,8068)(118022,144254)(100000,150000)	JASDQU010735860.1	125000	3855	0.432531
(493,1480)(170498,172597)(150000,200000)	JASDQU010735865.1	175000	989	0.097763
(2,9)(60748,60767)(50000,100000)	JASDQU010735868.1	75000	9	0.080387
(149,195)(377388,377476)(350000,400000)	JASDQU010735875.1	375000	48	-0.000519
(1614,2076)(57286,58005)(50000,100000)	JASDQU010735876.1	75000	464	0.174129
(679,1381)(179453,180169)(150000,200000)	JASDQU010735888.1	175000	704	0.221022
(303,371)(58888,58968)(50000,100000)	JASDQU010735899.1	75000	70	0.030385
(866,1620)(219570,249999)(200000,250000)	JASDQU010735900.1	225000	756	0.408167
(214,1198)(235529,236520)(200000,250000)	JASDQU010735907.1	225000	986	0.156774
(1199,2366)(273239,294810)(250000,300000)	JASDQU010735907.1	275000	1169	0.152501
(152,663)(52035,52557)(50000,100000)	JASDQU010735917.1	75000	513	0.263210
(664,1813)(167212,168366)(150000,200000)	JASDQU010735917.1	175000	1151	0.519235
(149,426)(50000,56992)(50000,100000)	JASDQU010735922.1	75000	279	0.591875
(3013,4333)(133232,134552)(100000,150000)	JASDQU010735929.1	125000	1322	0.003635
(4334,5068)(150829,197740)(150000,200000)	JASDQU010735929.1	175000	736	0.035504
(963,1097)(94918,95058)(50000,100000)	JASDQU010735947.1	75000	136	0.024985
(1098,1381)(102082,102440)(100000,150000)	JASDQU010735947.1	125000	285	0.039760
(898,2118)(120947,122222)(100000,150000)	JASDQU010735950.1	125000	1222	0.382073
(262,724)(258832,259362)(250000,300000)	JASDQU010735956.1	275000	464	0.042198
(562,1220)(280508,285317)(250000,300000)	JASDQU010735973.1	275000	660	0.075805
(1221,1684)(329518,330022)(300000,350000)	JASDQU010735973.1	325000	465	0.336667
(498,3865)(71964,75346)(50000,100000)	JASDQU010735975.1	75000	3369	0.241175
(513,599)(486881,491795)(450000,500000)	JASDQU010735977.1	475000	88	0.038080
(32,36)(414315,414355)(400000,450000)	JASDQU010735978.1	425000	6	0.033896
(1191,1746)(257899,258469)(250000,300000)	JASDQU010735979.1	275000	557	0.148258
(191,1047)(285777,299500)(250000,300000)	JASDQU010735988.1	275000	858	0.114268
(1048,1883)(305125,305970)(300000,350000)	JASDQU010735988.1	325000	837	0.141554
(7,1754)(118795,143123)(100000,150000)	JASDQU010735993.1	125000	1749	0.081650
(1755,1915)(364438,364731)(350000,400000)	JASDQU010735993.1	375000	162	0.248438
(501,577)(76696,76781)(50000,100000)	JASDQU010736002.1	75000	78	0.005352
(578,590)(150135,150149)(150000,200000)	JASDQU010736002.1	175000	14	0.051519
(335,1002)(186578,187765)(150000,200000)	JASDQU010736008.1	175000	669	0.028722
(1003,1804)(393585,394397)(350000,400000)	JASDQU010736008.1	375000	803	0.077078
(287,635)(100000,100349)(100000,150000)	JASDQU010736011.1	125000	350	0.382543
(930,1203)(54055,54344)(50000,100000)	JASDQU010736014.1	75000	275	0.181194
(1272,1292)(60882,60919)(50000,100000)	JASDQU010736017.1	75000	22	0.035799
(2842,3366)(200000,200547)(200000,250000)	JASDQU010736018.1	225000	526	0.093216
(181,3281)(358052,375072)(350000,400000)	JASDQU010736022.1	375000	3102	0.473391
(2967,3164)(55023,55233)(50000,100000)	JASDQU010736026.1	75000	199	0.025333
(105,954)(303182,304086)(300000,350000)	JASDQU010736036.1	325000	851	0.558508
(302,606)(161626,162006)(150000,200000)	JASDQU010736047.1	175000	306	0.072597
(607,1723)(204679,205805)(200000,250000)	JASDQU010736047.1	225000	1118	0.090588
(391,659)(50001,50551)(50000,100000)	JASDQU010736048.1	75000	270	0.034357
(660,724)(357392,357468)(350000,400000)	JASDQU010736048.1	375000	66	-0.002930
(544,957)(381619,382040)(350000,400000)	JASDQU010736069.1	375000	415	-0.020703
(958,1151)(408573,410600)(400000,450000)	JASDQU010736069.1	425000	195	0.005625
(847,1978)(448322,449755)(400000,450000)	JASDQU010736071.1	425000	1133	0.043943
(1979,2053)(450450,450539)(450000,500000)	JASDQU010736071.1	475000	76	0.004445
(11,21)(171310,171334)(150000,200000)	JASDQU010736076.1	175000	12	0.112700
(222,753)(130005,130589)(100000,150000)	JASDQU010736087.1	125000	533	-0.011423
(448,1863)(350566,385817)(350000,400000)	JASDQU010736095.1	375000	1417	0.233157
(2078,2538)(250519,251009)(250000,300000)	JASDQU010736107.1	275000	462	0.531774
(1760,1953)(75371,75753)(50000,100000)	JASDQU010736108.1	75000	195	0.031868
(1954,2065)(394771,394921)(350000,400000)	JASDQU010736108.1	375000	113	0.275599
(114,550)(152464,152910)(150000,200000)	JASDQU010736121.1	175000	438	0.023836
(6,641)(378367,385623)(350000,400000)	JASDQU010736123.1	375000	637	0.065549
(81,387)(112574,132748)(100000,150000)	JASDQU010736127.1	125000	308	0.181886
(30,96)(150191,150288)(150000,200000)	JASDQU010736130.1	175000	68	0.063769
(862,1050)(263699,263970)(250000,300000)	JASDQU010736134.1	275000	190	0.061875
(606,1088)(450409,451931)(450000,500000)	JASDQU010736136.1	475000	484	0.044157
(1089,2367)(728060,745093)(700000,750000)	JASDQU010736136.1	725000	1280	0.084551
(2368,4784)(827417,830126)(800000,850000)	JASDQU010736136.1	825000	2418	0.322807
(589,1183)(150626,153082)(150000,200000)	JASDQU010736149.1	175000	596	0.103957
(321,668)(222429,222855)(200000,250000)	JASDQU010736150.1	225000	349	0.179769
(74,930)(212904,213761)(200000,250000)	JASDQU010736156.1	225000	858	0.005407
(2424,2442)(70262,70284)(50000,100000)	JASDQU010736163.1	75000	20	0.130279
(1100,1402)(137202,137550)(100000,150000)	JASDQU010736164.1	125000	304	0.135085
(853,2997)(275294,285850)(250000,300000)	JASDQU010736169.1	275000	2146	0.372582
(2998,3563)(342855,349564)(300000,350000)	JASDQU010736169.1	325000	567	0.011718
(3564,3577)(440708,440731)(400000,450000)	JASDQU010736169.1	425000	15	0.040567
(3578,4070)(486361,486977)(450000,500000)	JASDQU010736169.1	475000	494	0.106998
(4071,5044)(737854,738828)(700000,750000)	JASDQU010736169.1	725000	975	0.146591
(238,477)(219905,220784)(200000,250000)	JASDQU010736171.1	225000	241	0.038802
(138,707)(251131,251945)(250000,300000)	JASDQU010736179.1	275000	571	0.021884
(2828,3386)(264798,265361)(250000,300000)	JASDQU010736186.1	275000	560	0.202609
(126,2065)(134153,137926)(100000,150000)	JASDQU010736195.1	125000	1941	0.144333
(399,494)(226725,231406)(200000,250000)	JASDQU010736205.1	225000	97	0.044724
(83,437)(93356,93757)(50000,100000)	JASDQU010736227.1	75000	356	0.056004
(438,547)(222228,224654)(200000,250000)	JASDQU010736227.1	225000	111	0.023836
(548,606)(368826,368887)(350000,400000)	JASDQU010736227.1	375000	60	0.066637
(607,867)(410557,410859)(400000,450000)	JASDQU010736227.1	425000	262	0.112711
(2486,2633)(201188,201338)(200000,250000)	JASDQU010736233.1	225000	149	0.196204
(324,900)(60426,84584)(50000,100000)	JASDQU010736234.1	75000	578	0.019194
(179,1712)(164325,199999)(150000,200000)	JASDQU010736236.1	175000	1535	0.122977
(1713,1752)(200000,200039)(200000,250000)	JASDQU010736236.1	225000	41	0.024578
(1483,1673)(197249,198596)(150000,200000)	JASDQU010736242.1	175000	192	0.030605
(802,1953)(418860,446078)(400000,450000)	JASDQU010736254.1	425000	1153	0.418660
(311,1363)(82991,85478)(50000,100000)	JASDQU010736260.1	75000	1054	0.140241
(3750,8703)(50000,64997)(50000,100000)	JASDQU010736264.1	75000	4955	0.154123
(810,2452)(262802,282312)(250000,300000)	JASDQU010736274.1	275000	1644	0.057123
(2453,3202)(374430,390037)(350000,400000)	JASDQU010736274.1	375000	751	0.132266
(3203,3702)(401177,401744)(400000,450000)	JASDQU010736274.1	425000	501	0.017009
(243,582)(264984,286703)(250000,300000)	JASDQU010736277.1	275000	341	0.045940
(12,1332)(157204,187914)(150000,200000)	JASDQU010736279.1	175000	1322	0.142182
(1333,2029)(207697,208403)(200000,250000)	JASDQU010736279.1	225000	698	0.075090
(721,875)(191535,191840)(150000,200000)	JASDQU010736286.1	175000	156	0.045827
(2391,2610)(131637,131929)(100000,150000)	JASDQU010736304.1	125000	221	0.097090
(2611,3643)(165201,170943)(150000,200000)	JASDQU010736304.1	175000	1034	0.030404
(3644,3913)(228190,233935)(200000,250000)	JASDQU010736304.1	225000	271	0.037933
(554,733)(107710,146277)(100000,150000)	JASDQU010736305.1	125000	181	0.077878
(734,965)(248631,248883)(200000,250000)	JASDQU010736305.1	225000	233	0.022951
(966,2822)(377088,394435)(350000,400000)	JASDQU010736305.1	375000	1858	0.190702
(75,374)(249689,249999)(200000,250000)	JASDQU010736306.1	225000	301	0.032393
(375,1047)(250001,258620)(250000,300000)	JASDQU010736306.1	275000	674	0.044384
(269,1163)(50204,93303)(50000,100000)	JASDQU010736307.1	75000	896	0.123266
(2310,3071)(99222,99999)(50000,100000)	JASDQU010736308.1	75000	763	0.502984
(3072,3112)(100001,100045)(100000,150000)	JASDQU010736308.1	125000	42	0.032668
(344,704)(194482,194897)(150000,200000)	JASDQU010736309.1	175000	362	0.015977
(5022,6201)(298819,299999)(250000,300000)	JASDQU010736322.1	275000	1181	0.542035
(545,2870)(55609,85771)(50000,100000)	JASDQU010736332.1	75000	2327	0.349314
(2871,2910)(103149,103197)(100000,150000)	JASDQU010736332.1	125000	41	0.033200
(2911,4345)(328970,330426)(300000,350000)	JASDQU010736332.1	325000	1436	0.427099
(21,115)(318361,318470)(300000,350000)	JASDQU010736339.1	325000	96	0.041619
(1177,1389)(63851,64087)(50000,100000)	JASDQU010736342.1	75000	214	0.104300
(379,892)(87726,89937)(50000,100000)	JASDQU010736343.1	75000	515	0.001590
(476,1228)(90422,91255)(50000,100000)	JASDQU010736347.1	75000	754	0.157000
(423,1669)(69683,74760)(50000,100000)	JASDQU010736349.1	75000	1248	0.268246
(448,1705)(162453,182721)(150000,200000)	JASDQU010736352.1	175000	1259	0.167116
(1706,1880)(231709,232035)(200000,250000)	JASDQU010736352.1	225000	176	0.093269
(1881,1961)(347044,347142)(300000,350000)	JASDQU010736352.1	325000	82	0.180552
(328,1238)(244704,245637)(200000,250000)	JASDQU010736353.1	225000	912	0.011806
(1239,1265)(339994,340032)(300000,350000)	JASDQU010736353.1	325000	28	0.037251
(40,2130)(62417,87057)(50000,100000)	JASDQU010736360.1	75000	2092	0.250236
(135,138)(50876,50880)(50000,100000)	JASDQU010736363.1	75000	5	0.041965
(474,601)(282729,282865)(250000,300000)	JASDQU010736368.1	275000	129	0.108431
(42,1253)(129194,130411)(100000,150000)	JASDQU010736369.1	125000	1213	0.167930
(499,704)(196970,197272)(150000,200000)	JASDQU010736377.1	175000	207	0.088309
(5683,5866)(338405,338593)(300000,350000)	JASDQU010736381.1	325000	185	0.101770
(74,318)(240147,240727)(200000,250000)	JASDQU010736392.1	225000	246	-0.001610
(202,615)(625609,626023)(600000,650000)	JASDQU010736402.1	625000	415	-0.000170
(1337,3457)(50000,52278)(50000,100000)	JASDQU010736405.1	75000	2122	0.586933
(36,132)(53004,53109)(50000,100000)	JASDQU010736418.1	75000	98	0.022809
(133,1590)(184551,197407)(150000,200000)	JASDQU010736418.1	175000	1459	0.185973
(1591,1700)(212813,212927)(200000,250000)	JASDQU010736418.1	225000	111	0.004276
(1701,1889)(338736,339168)(300000,350000)	JASDQU010736418.1	325000	190	0.027946
(1890,2836)(390824,391916)(350000,400000)	JASDQU010736418.1	375000	948	0.157217
(431,1588)(123529,148895)(100000,150000)	JASDQU010736421.1	125000	1159	0.031689
(71,360)(210796,211348)(200000,250000)	JASDQU010736425.1	225000	291	0.044958
(361,517)(260971,261135)(250000,300000)	JASDQU010736425.1	275000	158	0.264747
(381,671)(270425,270778)(250000,300000)	JASDQU010736428.1	275000	292	0.021476
(672,783)(366832,367998)(350000,400000)	JASDQU010736428.1	375000	113	0.045215
(784,785)(430058,430059)(400000,450000)	JASDQU010736428.1	425000	3	0.033173
(1634,2179)(137208,145831)(100000,150000)	JASDQU010736438.1	125000	547	0.080997
(2180,2505)(213601,249339)(200000,250000)	JASDQU010736438.1	225000	327	0.034751
(565,1249)(125680,129381)(100000,150000)	JASDQU010736441.1	125000	686	0.086630
(1062,4639)(58667,64546)(50000,100000)	JASDQU010736446.1	75000	3579	0.236778
(4640,14467)(264126,275536)(250000,300000)	JASDQU010736446.1	275000	9829	0.395124
(14468,15103)(398985,399625)(350000,400000)	JASDQU010736446.1	375000	637	0.013292
(15104,15113)(520252,520267)(500000,550000)	JASDQU010736446.1	525000	11	0.009059
(100,111)(215919,215932)(200000,250000)	JASDQU010736454.1	225000	13	0.053670
(112,119)(269790,269874)(250000,300000)	JASDQU010736454.1	275000	9	-0.020367
(120,468)(308754,309115)(300000,350000)	JASDQU010736454.1	325000	350	0.026791
(1120,1122)(200775,200777)(200000,250000)	JASDQU010736455.1	225000	4	0.034408
(107,464)(176573,177023)(150000,200000)	JASDQU010736459.1	175000	359	0.299629
(398,416)(106828,106848)(100000,150000)	JASDQU010736472.1	125000	20	0.679647
(417,715)(197355,197656)(150000,200000)	JASDQU010736472.1	175000	300	0.331678
(75,876)(103429,106477)(100000,150000)	JASDQU010736490.1	125000	803	0.151458
(2,600)(496931,497554)(450000,500000)	JASDQU010736499.1	475000	600	0.046526
(601,1969)(502428,527345)(500000,550000)	JASDQU010736499.1	525000	1370	0.008121
(1970,2398)(562959,563478)(550000,600000)	JASDQU010736499.1	575000	430	0.028168
(751,1293)(279471,280018)(250000,300000)	JASDQU010736507.1	275000	544	0.407818
(1294,2049)(329818,330793)(300000,350000)	JASDQU010736507.1	325000	757	0.193109
(317,859)(230012,245273)(200000,250000)	JASDQU010736510.1	225000	544	0.043434
(1016,1174)(168463,168647)(150000,200000)	JASDQU010736530.1	175000	160	0.128201
(45,575)(172609,198205)(150000,200000)	JASDQU010736542.1	175000	532	0.039849
(548,638)(127265,127356)(100000,150000)	JASDQU010736548.1	125000	92	0.084493
(120,1427)(156102,157846)(150000,200000)	JASDQU010736555.1	175000	1309	0.386439
(66,781)(261877,262675)(250000,300000)	JASDQU010736567.1	275000	717	0.311209
(353,1069)(108250,108967)(100000,150000)	JASDQU010736569.1	125000	718	0.405766
(1070,1522)(226892,227344)(200000,250000)	JASDQU010736569.1	225000	454	0.032579
(509,1375)(179899,180797)(150000,200000)	JASDQU010736570.1	175000	868	0.143972
(506,623)(319707,319827)(300000,350000)	JASDQU010736584.1	325000	119	0.056113
(624,1609)(363303,384840)(350000,400000)	JASDQU010736584.1	375000	987	0.120511
(267,1231)(65712,66676)(50000,100000)	JASDQU010736605.1	75000	966	0.220305
(264,628)(247274,247686)(200000,250000)	JASDQU010736615.1	225000	366	0.029682
(629,807)(324380,324613)(300000,350000)	JASDQU010736615.1	325000	180	0.038871
(808,1898)(548787,549999)(500000,550000)	JASDQU010736615.1	525000	1092	0.457981
(2013,7037)(222346,248653)(200000,250000)	JASDQU010736616.1	225000	5026	0.324685
(7038,7307)(377259,389207)(350000,400000)	JASDQU010736616.1	375000	271	0.073597
(7308,7756)(400244,420804)(400000,450000)	JASDQU010736616.1	425000	450	0.081764
(7757,7878)(474630,474806)(450000,500000)	JASDQU010736616.1	475000	123	0.025829
(18,244)(159201,159427)(150000,200000)	JASDQU010736621.1	175000	228	0.028175
(694,1075)(359621,360015)(350000,400000)	JASDQU010736624.1	375000	383	0.030114
(349,983)(221473,239581)(200000,250000)	JASDQU010736634.1	225000	636	0.041942
(386,406)(126373,126400)(100000,150000)	JASDQU010736636.1	125000	22	-0.001679
(15,877)(210566,211434)(200000,250000)	JASDQU010736651.1	225000	864	0.205191
(878,1573)(287778,288515)(250000,300000)	JASDQU010736651.1	275000	697	0.808316
(112,167)(325513,325575)(300000,350000)	JASDQU010736675.1	325000	57	0.097348
(934,3558)(57455,63086)(50000,100000)	JASDQU010736676.1	75000	2626	0.528910
(905,928)(179035,179075)(150000,200000)	JASDQU010736679.1	175000	25	0.179474
(929,1267)(471371,471710)(450000,500000)	JASDQU010736679.1	475000	340	0.019264
(286,492)(279072,279327)(250000,300000)	JASDQU010736680.1	275000	208	0.046971
(493,1540)(302652,303716)(300000,350000)	JASDQU010736680.1	325000	1049	0.154998
(1240,1622)(169509,192702)(150000,200000)	JASDQU010736690.1	175000	384	0.050107
(563,2179)(208182,219782)(200000,250000)	JASDQU010736692.1	225000	1618	0.056053
(2180,2742)(270625,271241)(250000,300000)	JASDQU010736692.1	275000	564	0.193881
(2743,2867)(491948,492082)(450000,500000)	JASDQU010736692.1	475000	126	0.041416
(2868,3046)(618741,619041)(600000,650000)	JASDQU010736692.1	625000	180	0.059945
(3047,3952)(773383,792770)(750000,800000)	JASDQU010736692.1	775000	907	0.211238
(97,529)(461785,491515)(450000,500000)	JASDQU010736717.1	475000	434	0.071577
(679,725)(339522,339602)(300000,350000)	JASDQU010736718.1	325000	48	0.709426
(726,1190)(366546,367090)(350000,400000)	JASDQU010736718.1	375000	466	0.609967
(370,1626)(351177,352495)(350000,400000)	JASDQU010736720.1	375000	1258	0.563535
(389,890)(101585,102311)(100000,150000)	JASDQU010736744.1	125000	503	0.141805
(52,717)(69777,70841)(50000,100000)	JASDQU010736755.1	75000	667	0.250023
(31,531)(173202,173830)(150000,200000)	JASDQU010736757.1	175000	502	0.022382
(104,151)(232789,232851)(200000,250000)	JASDQU010736768.1	225000	49	0.054551
(551,1031)(78645,79177)(50000,100000)	JASDQU010736771.1	75000	482	0.014946
(254,1733)(55550,81635)(50000,100000)	JASDQU010736778.1	75000	1481	0.498037
(1734,4479)(235100,237988)(200000,250000)	JASDQU010736778.1	225000	2747	0.489242
(4143,5962)(50771,55707)(50000,100000)	JASDQU010736780.1	75000	1821	0.329462
(5963,6704)(206986,207730)(200000,250000)	JASDQU010736780.1	225000	743	0.250595
(220,275)(161900,161965)(150000,200000)	JASDQU010736808.1	175000	57	0.045592
(306,1730)(66251,75569)(50000,100000)	JASDQU010736810.1	75000	1426	0.086281
(516,593)(57053,57160)(50000,100000)	JASDQU010736818.1	75000	79	0.117543
(594,1228)(145448,148347)(100000,150000)	JASDQU010736818.1	125000	636	-0.009528
(1564,1691)(68913,94288)(50000,100000)	JASDQU010736822.1	75000	129	0.168402
(649,1628)(227396,229004)(200000,250000)	JASDQU010736832.1	225000	981	0.450021
(1629,3100)(308246,320818)(300000,350000)	JASDQU010736832.1	325000	1473	0.343926
(3101,4627)(366796,369737)(350000,400000)	JASDQU010736832.1	375000	1528	0.647314
(201,1065)(121505,122399)(100000,150000)	JASDQU010736834.1	125000	866	0.346293
(2971,3321)(165393,165888)(150000,200000)	JASDQU010736845.1	175000	352	0.018505
(624,1585)(104709,142465)(100000,150000)	JASDQU010736850.1	125000	963	0.230590
(451,536)(189822,189932)(150000,200000)	JASDQU010736852.1	175000	87	0.032020
(110,351)(347464,347808)(300000,350000)	JASDQU010736857.1	325000	243	0.132812
(352,1056)(479205,482934)(450000,500000)	JASDQU010736857.1	475000	706	0.031161
(163,344)(59000,59204)(50000,100000)	JASDQU010736858.1	75000	183	0.015501
(1517,1862)(107257,107603)(100000,150000)	JASDQU010736859.1	125000	347	0.034366
(87,1637)(137117,138681)(100000,150000)	JASDQU010736887.1	125000	1552	0.310462
(1638,1747)(155551,158156)(150000,200000)	JASDQU010736887.1	175000	111	0.036867
(413,900)(147084,147636)(100000,150000)	JASDQU010736912.1	125000	489	0.142503
(302,369)(191710,191799)(150000,200000)	JASDQU010736917.1	175000	69	-0.007759
(5679,6594)(50102,63076)(50000,100000)	JASDQU010736919.1	75000	917	0.151784
(177,935)(79544,80337)(50000,100000)	JASDQU010736920.1	75000	760	0.268967
(1681,4458)(200719,204148)(200000,250000)	JASDQU010736921.1	225000	2779	0.299893
(4459,4839)(384756,385287)(350000,400000)	JASDQU010736921.1	375000	382	0.037628
(4840,4855)(449980,449999)(400000,450000)	JASDQU010736921.1	425000	17	0.060959
(1009,1130)(93082,93204)(50000,100000)	JASDQU010736931.1	75000	123	0.067812
(785,817)(154509,154601)(150000,200000)	JASDQU010736944.1	175000	34	0.061310
(155,554)(50000,50958)(50000,100000)	JASDQU010736949.1	75000	401	0.178609
(110,1054)(140769,141762)(100000,150000)	JASDQU010737017.1	125000	946	0.314335
(45,80)(218043,218151)(200000,250000)	JASDQU010737019.1	225000	37	0.123813
(81,712)(468527,487851)(450000,500000)	JASDQU010737019.1	475000	633	0.114181
(713,1048)(526079,526518)(500000,550000)	JASDQU010737019.1	525000	337	0.160002
(1049,1803)(612284,615139)(600000,650000)	JASDQU010737019.1	625000	756	0.170546
(1159,3500)(200467,237530)(200000,250000)	JASDQU010737021.1	225000	2343	0.160900
(2061,3118)(227622,231087)(200000,250000)	JASDQU010737061.1	225000	1059	0.074572
(720,774)(194229,194348)(150000,200000)	JASDQU010737067.1	175000	56	0.185501
(61,722)(181020,181711)(150000,200000)	JASDQU010737100.1	175000	663	0.267789
(1032,1689)(133299,133967)(100000,150000)	JASDQU010737114.1	125000	659	0.327216
(647,748)(144075,144200)(100000,150000)	JASDQU010737125.1	125000	103	0.100706
(282,3280)(60133,81942)(50000,100000)	JASDQU010737126.1	75000	3000	0.026816
(354,1018)(322888,344266)(300000,350000)	JASDQU010737131.1	325000	666	0.053540
(1897,2785)(114083,115280)(100000,150000)	JASDQU010737147.1	125000	890	0.108689
(745,1276)(255612,293608)(250000,300000)	JASDQU010737177.1	275000	533	0.232895
(838,2525)(50635,70303)(50000,100000)	JASDQU010737195.1	75000	1689	0.494943
(245,3913)(56939,80666)(50000,100000)	JASDQU010737211.1	75000	3670	0.303219
(11567,12699)(250439,251571)(250000,300000)	JASDQU010737219.1	275000	1134	0.326980
(62,350)(121164,132313)(100000,150000)	JASDQU010737222.1	125000	290	0.038528
(351,355)(280283,280288)(250000,300000)	JASDQU010737222.1	275000	6	0.034162
(767,2817)(238220,240697)(200000,250000)	JASDQU010737237.1	225000	2052	0.383086
(2818,3994)(250169,251377)(250000,300000)	JASDQU010737237.1	275000	1178	0.259756
(1939,2176)(72514,72854)(50000,100000)	JASDQU010737240.1	75000	239	0.010047
(2177,2317)(226086,226356)(200000,250000)	JASDQU010737240.1	225000	142	0.034243
(2318,2908)(357703,358468)(350000,400000)	JASDQU010737240.1	375000	592	0.005036
(552,1507)(83442,84400)(50000,100000)	JASDQU010737248.1	75000	957	0.294270
(101,295)(168418,168619)(150000,200000)	JASDQU010737251.1	175000	196	0.105944
(296,1272)(363623,364715)(350000,400000)	JASDQU010737251.1	375000	978	0.188515
(1918,3478)(50000,54576)(50000,100000)	JASDQU010737271.1	75000	1562	0.167901
(432,629)(260593,260796)(250000,300000)	JASDQU010737287.1	275000	199	0.044053
(630,733)(313520,344269)(300000,350000)	JASDQU010737287.1	325000	105	0.051697
(1010,1417)(74985,75585)(50000,100000)	JASDQU010737288.1	75000	409	0.009846
(138,880)(171260,174530)(150000,200000)	JASDQU010737290.1	175000	744	0.048807
(3025,4779)(417736,449999)(400000,450000)	JASDQU010737307.1	425000	1756	0.129393
(475,553)(67786,74884)(50000,100000)	JASDQU010737313.1	75000	80	0.060751
(2138,2596)(149115,149604)(100000,150000)	JASDQU010737323.1	125000	460	0.596805
(2597,4473)(183857,191465)(150000,200000)	JASDQU010737323.1	175000	1878	0.424921
(1850,2859)(200000,225670)(200000,250000)	JASDQU010737329.1	225000	1011	0.256513
(2860,3225)(265474,281065)(250000,300000)	JASDQU010737329.1	275000	367	0.018475
(835,1572)(100000,100739)(100000,150000)	JASDQU010737333.1	125000	739	0.057584
(358,459)(186338,186447)(150000,200000)	JASDQU010737338.1	175000	103	-0.019413
(157,966)(50000,51170)(50000,100000)	JASDQU010737345.1	75000	811	0.125498
(1012,1421)(105745,106864)(100000,150000)	JASDQU010737364.1	125000	411	0.585826
(1,102)(126853,126963)(100000,150000)	JASDQU010737380.1	125000	103	0.036369
(157,1229)(66864,87970)(50000,100000)	JASDQU010737381.1	75000	1074	0.510476
(1230,3457)(155319,193743)(150000,200000)	JASDQU010737381.1	175000	2229	0.619453
(3458,3479)(201960,202015)(200000,250000)	JASDQU010737381.1	225000	23	0.038173
(3480,3563)(348449,348541)(300000,350000)	JASDQU010737381.1	325000	85	0.010708
(156,1083)(58604,59714)(50000,100000)	JASDQU010737395.1	75000	929	0.179949
(278,346)(279605,279676)(250000,300000)	JASDQU010737398.1	275000	70	0.010421
(84,759)(320591,321284)(300000,350000)	JASDQU010737411.1	325000	677	0.449867
(760,1571)(370249,379582)(350000,400000)	JASDQU010737411.1	375000	813	0.508230
(1572,3454)(400476,403051)(400000,450000)	JASDQU010737411.1	425000	1884	0.351307
(3455,3636)(493447,493694)(450000,500000)	JASDQU010737411.1	475000	183	0.038522
(15,63)(61327,61393)(50000,100000)	JASDQU010737414.1	75000	50	0.013886
(64,2769)(120486,127102)(100000,150000)	JASDQU010737414.1	125000	2707	0.089161
(2770,2868)(193993,194113)(150000,200000)	JASDQU010737414.1	175000	100	0.043287
(2869,3262)(343967,344742)(300000,350000)	JASDQU010737414.1	325000	395	0.033938
(3263,4440)(378719,380159)(350000,400000)	JASDQU010737414.1	375000	1179	0.224295
(4441,4793)(418196,418654)(400000,450000)	JASDQU010737414.1	425000	354	0.213341
(4794,4827)(561286,561340)(550000,600000)	JASDQU010737414.1	575000	35	0.063704
(10,525)(409257,409776)(400000,450000)	JASDQU010737418.1	425000	517	0.004984
(458,559)(108778,108880)(100000,150000)	JASDQU010737436.1	125000	103	0.065379
(968,3330)(53754,99062)(50000,100000)	JASDQU010737473.1	75000	2364	0.443833
(166,790)(140772,141407)(100000,150000)	JASDQU010737474.1	125000	626	0.015031
(363,487)(98209,98334)(50000,100000)	JASDQU010737488.1	75000	126	0.003235
(1908,5768)(50230,99333)(50000,100000)	JASDQU010737489.1	75000	3862	0.531118
(306,826)(90483,91090)(50000,100000)	JASDQU010737508.1	75000	522	-0.022485
(827,1232)(132745,133169)(100000,150000)	JASDQU010737508.1	125000	407	-0.012898
(468,640)(55332,55505)(50000,100000)	JASDQU010737520.1	75000	174	0.227362
(641,656)(115532,115550)(100000,150000)	JASDQU010737520.1	125000	17	0.042673
(657,1113)(152992,153499)(150000,200000)	JASDQU010737520.1	175000	458	0.414262
(300,831)(293281,293922)(250000,300000)	JASDQU010737536.1	275000	533	0.015183
(832,1002)(378145,378342)(350000,400000)	JASDQU010737536.1	375000	172	0.084475
(94,252)(50366,50543)(50000,100000)	JASDQU010737549.1	75000	160	0.026585
(253,615)(240965,241330)(200000,250000)	JASDQU010737549.1	225000	364	0.008295
(411,7270)(51588,99806)(50000,100000)	JASDQU010737551.1	75000	6861	0.452012
(2211,2677)(214231,214711)(200000,250000)	JASDQU010737562.1	225000	468	0.180292
(69,167)(189558,189657)(150000,200000)	JASDQU010737580.1	175000	100	0.036255
(426,539)(321601,321728)(300000,350000)	JASDQU010737599.1	325000	115	0.149173
(1478,1838)(299081,299482)(250000,300000)	JASDQU010737607.1	275000	362	0.538899
